chapter,chapter_title,verse,shlok,transliteration,translation,index
2,Sānkhya Yog,2.12,न त्वेवाहं जातु नासं न त्वं नेमे जनाधिपाः |\nन चैव न भविष्यामः सर्वे वयमतः परम् ||२-१२||,na tvevāhaṃ jātu nāsaṃ na tvaṃ neme janādhipāḥ .\nna caiva na bhaviṣyāmaḥ sarve vayamataḥ param ||2-12||,"Never was there a time when I did not exist, nor you, nor all these kings; nor in the future shall any of us cease to be.",47
2,Sānkhya Yog,2.13,देहिनोऽस्मिन्यथा देहे कौमारं यौवनं जरा |\nतथा देहान्तरप्राप्तिर्धीरस्तत्र न मुह्यति ||२-१३||,dehino.asminyathā dehe kaumāraṃ yauvanaṃ jarā .\ntathā dehāntaraprāptirdhīrastatra na muhyati ||2-13||,"Just as the embodied soul continuously passes from childhood to youth to old age, similarly, at the time of death, the soul passes into another body. The wise are not deluded by this.",48
2,Sānkhya Yog,2.14,मात्रास्पर्शास्तु कौन्तेय शीतोष्णसुखदुःखदाः |\nआगमापायिनोऽनित्यास्तांस्तितिक्षस्व भारत ||२-१४||,mātrāsparśāstu kaunteya śītoṣṇasukhaduḥkhadāḥ .\nāgamāpāyino.anityāstāṃstitikṣasva bhārata ||2-14||,"O son of Kunti, the contact between the senses and the sense objects gives rise to fleeting perceptions of happiness and distress. These are non-permanent, and come and go like the winter and summer seasons. O descendent of Bharat, one must learn to tolerate them without being disturbed.",49
2,Sānkhya Yog,2.15,यं हि न व्यथयन्त्येते पुरुषं पुरुषर्षभ |\nसमदुःखसुखं धीरं सोऽमृतत्वाय कल्पते ||२-१५||,yaṃ hi na vyathayantyete puruṣaṃ puruṣarṣabha .\nsamaduḥkhasukhaṃ dhīraṃ so.amṛtatvāya kalpate ||2-15||,"O Arjun, noblest amongst men, that person who is not affected by happiness and distress, and remains steady in both, becomes eligible for liberation.",50
2,Sānkhya Yog,2.16,नासतो विद्यते भावो नाभावो विद्यते सतः |\nउभयोरपि दृष्टोऽन्तस्त्वनयोस्तत्त्वदर्शिभिः ||२-१६||,nāsato vidyate bhāvo nābhāvo vidyate sataḥ .\nubhayorapi dṛṣṭo.antastvanayostattvadarśibhiḥ ||2-16||,"Of the transient there is no endurance, and of the eternal there is no cessation. This has verily been observed and concluded by the seers of the Truth, after studying the nature of both.",51
2,Sānkhya Yog,2.17,अविनाशि तु तद्विद्धि येन सर्वमिदं ततम् |\nविनाशमव्ययस्यास्य न कश्चित्कर्तुमर्हति ||२-१७||,avināśi tu tadviddhi yena sarvamidaṃ tatam .\nvināśamavyayasyāsya na kaścitkartumarhati ||2-17||,"That which pervades the entire body, know it to be indestructible. No one can cause the destruction of the imperishable soul.",52
2,Sānkhya Yog,2.18,अन्तवन्त इमे देहा नित्यस्योक्ताः शरीरिणः |\nअनाशिनोऽप्रमेयस्य तस्माद्युध्यस्व भारत ||२-१८||,antavanta ime dehā nityasyoktāḥ śarīriṇaḥ .\nanāśino.aprameyasya tasmādyudhyasva bhārata ||2-18||,"Only the material body is perishable; the embodied soul within is indestructible, immeasurable, and eternal. Therefore, fight, O descendent of Bharat.",53
2,Sānkhya Yog,2.19,य एनं वेत्ति हन्तारं यश्चैनं मन्यते हतम् |\nउभौ तौ न विजानीतो नायं हन्ति न हन्यते ||२-१९||,ya enaṃ vetti hantāraṃ yaścainaṃ manyate hatam ubhau tau na vijānīto nāyaṃ hanti na hanyate ||2-19||,"Neither of them is in knowledge—the one who thinks the soul can slay and the one who thinks the soul can be slain. For truly, the soul neither kills nor can it be killed.",54
2,Sānkhya Yog,2.20,न जायते म्रियते वा कदाचिन्\nनायं भूत्वा भविता वा न भूयः |\nअजो नित्यः शाश्वतोऽयं पुराणो\nन हन्यते हन्यमाने शरीरे ||२-२०||,na jāyate mriyate vā kadācin nāyaṃ bhūtvā bhavitā vā na bhūyaḥ .\najo nityaḥ śāśvato.ayaṃ purāṇo na hanyate hanyamāne śarīre ||2-20||,"The soul is neither born, nor does it ever die; nor having once existed, does it ever cease to be. The soul is without birth, eternal, immortal, and ageless. It is not destroyed when the body is destroyed.",55
2,Sānkhya Yog,2.21,वेदाविनाशिनं नित्यं य एनमजमव्ययम् |\nकथं स पुरुषः पार्थ कं घातयति हन्ति कम् ||२-२१||,vedāvināśinaṃ nityaṃ ya enamajamavyayam .\nkathaṃ sa puruṣaḥ pārtha kaṃ ghātayati hanti kam ||2-21||,"O Parth, how can one who knows the soul to be imperishable, eternal, unborn, and immutable kill anyone or cause anyone to kill?",56
2,Sānkhya Yog,2.22,वासांसि जीर्णानि यथा विहाय\nनवानि गृह्णाति नरोऽपराणि |\nतथा शरीराणि विहाय जीर्णा-\nन्यन्यानि संयाति नवानि देही ||२-२२||,vāsāṃsi jīrṇāni yathā vihāya navāni gṛhṇāti naro.aparāṇi .\ntathā śarīrāṇi vihāya jīrṇāni anyāni saṃyāti navāni dehī ||2-22||,"As a person sheds worn-out garments and wears new ones, likewise, at the time of death, the soul casts off its worn-out body and enters a new one.",57
2,Sānkhya Yog,2.23,नैनं छिन्दन्ति शस्त्राणि नैनं दहति पावकः |\nन चैनं क्लेदयन्त्यापो न शोषयति मारुतः ||२-२३||,nainaṃ chindanti śastrāṇi nainaṃ dahati pāvakaḥ .\nna cainaṃ kledayantyāpo na śoṣayati mārutaḥ ||2-23||,"Weapons cannot shred the soul, nor can fire burn it. Water cannot wet it, nor can the wind dry it.",58
2,Sānkhya Yog,2.24,अच्छेद्योऽयमदाह्योऽयमक्लेद्योऽशोष्य एव च |\nनित्यः सर्वगतः स्थाणुरचलोऽयं सनातनः ||२-२४||,acchedyo.ayamadāhyo.ayamakledyo.aśoṣya eva ca .\nnityaḥ sarvagataḥ sthāṇuracalo.ayaṃ sanātanaḥ ||2-24||,"The soul is unbreakable and incombustible; it can neither be dampened nor dried. It is everlasting, in all places, unalterable, immutable, and primordial.",59
2,Sānkhya Yog,2.25,अव्यक्तोऽयमचिन्त्योऽयमविकार्योऽयमुच्यते |\nतस्मादेवं विदित्वैनं नानुशोचितुमर्हसि ||२-२५||,avyakto.ayamacintyo.ayamavikāryo.ayamucyate .\ntasmādevaṃ viditvainaṃ nānuśocitumarhasi ||2-25||,"The soul is spoken of as invisible, inconceivable, and unchangeable. Knowing this, you should not grieve for the body.",60
2,Sānkhya Yog,2.26,अथ चैनं नित्यजातं नित्यं वा मन्यसे मृतम् |\nतथापि त्वं महाबाहो नैवं शोचितुमर्हसि ||२-२६||,atha cainaṃ nityajātaṃ nityaṃ vā manyase mṛtam .\ntathāpi tvaṃ mahābāho naivaṃ śocitumarhasi ||2-26||,"If, however, you think that the self is subject to constant birth and death, O mighty-armed Arjun, even then you should not grieve like this.",61
2,Sānkhya Yog,2.27,जातस्य हि ध्रुवो मृत्युर्ध्रुवं जन्म मृतस्य च |\nतस्मादपरिहार्येऽर्थे न त्वं शोचितुमर्हसि ||२-२७||,jātasya hi dhruvo mṛtyurdhruvaṃ janma mṛtasya ca .\ntasmādaparihārye.arthe na tvaṃ śocitumarhasi ||2-27||,"Death is certain for one who has been born, and rebirth is inevitable for one who has died. Therefore, you should not lament over the inevitable.",62
2,Sānkhya Yog,2.28,अव्यक्तादीनि भूतानि व्यक्तमध्यानि भारत |\nअव्यक्तनिधनान्येव तत्र का परिदेवना ||२-२८||,avyaktādīni bhūtāni vyaktamadhyāni bhārata .\navyaktanidhanānyeva tatra kā paridevanā ||2-28||,"O scion of Bharat, all created beings are unmanifest before birth, manifest in life, and again unmanifest on death. So why grieve?",63
2,Sānkhya Yog,2.29,आश्चर्यवत्पश्यति कश्चिदेन-\nमाश्चर्यवद्वदति तथैव चान्यः |\nआश्चर्यवच्चैनमन्यः शृणोति\nश्रुत्वाप्येनं वेद न चैव कश्चित् ||२-२९||,āścaryavatpaśyati kaścidenam āścaryavadvadati tathaiva cānyaḥ .\nāścaryavaccainamanyaḥ śṛṇoti śrutvāpyenaṃ veda na caiva kaścit ||2-29||,"Some see the soul as amazing, some describe it as amazing, and some hear of the soul as amazing, while others, even on hearing, cannot understand it at all.",64
2,Sānkhya Yog,2.30,देही नित्यमवध्योऽयं देहे सर्वस्य भारत |\nतस्मात्सर्वाणि भूतानि न त्वं शोचितुमर्हसि ||२-३०||,dehī nityamavadhyo.ayaṃ dehe sarvasya bhārata .\ntasmātsarvāṇi bhūtāni na tvaṃ śocitumarhasi ||2-30||,"O Arjun, the soul that dwells within the body is immortal; therefore, you should not mourn for anyone.",65
2,Sānkhya Yog,2.31,स्वधर्ममपि चावेक्ष्य न विकम्पितुमर्हसि |\nधर्म्याद्धि युद्धाच्छ्रेयोऽन्यत्क्षत्रियस्य न विद्यते ||२-३१||,svadharmamapi cāvekṣya na vikampitumarhasi .\ndharmyāddhi yuddhācchreyo.anyatkṣatriyasya na vidyate ||2-31||,"Besides, considering your duty as a warrior, you should not waver. Indeed, for a warrior, there is no better engagement than fighting for upholding of righteousness.",66
2,Sānkhya Yog,2.32,यदृच्छया चोपपन्नं स्वर्गद्वारमपावृतम् |\nसुखिनः क्षत्रियाः पार्थ लभन्ते युद्धमीदृशम् ||२-३२||,yadṛcchayā copapannaṃ svargadvāramapāvṛtam .\nsukhinaḥ kṣatriyāḥ pārtha labhante yuddhamīdṛśam ||2-32||,"O Parth, happy are the warriors to whom such opportunities to defend righteousness come unsought, opening for them the stairway to the celestial abodes.",67
2,Sānkhya Yog,2.33,अथ चेत्त्वमिमं धर्म्यं संग्रामं न करिष्यसि |\nततः स्वधर्मं कीर्तिं च हित्वा पापमवाप्स्यसि ||२-३३||,atha cettvamimaṃ dharmyaṃ saṃgrāmaṃ na kariṣyasi .\ntataḥ svadharmaṃ kīrtiṃ ca hitvā pāpamavāpsyasi ||2-33||,"If, however, you refuse to fight this righteous war, abandoning your social duty and reputation, you will certainly incur sin.",68
2,Sānkhya Yog,2.34,अकीर्तिं चापि भूतानि कथयिष्यन्ति तेऽव्ययाम् |\nसम्भावितस्य चाकीर्तिर्मरणादतिरिच्यते ||२-३४||,akīrtiṃ cāpi bhūtāni kathayiṣyanti te.avyayām .\nsambhāvitasya cākīrtirmaraṇādatiricyate ||2-34||,"People will speak of you as a coward and a deserter. For a respectable person, infamy is worse than death.",69
